tick,agentId,energy,belief,llr,neighborsCount,speed,distanceTraveled,resourcesGathered,isSleeper
55,2,79.7,0.756,-1.132,6,1.6,83,0,0
55,3,67.7,0.155,1.7,1,0.51,24,0,0
55,4,69.9,0.24,1.154,4,0.41,36,0,0
55,5,91.6,0.238,1.166,3,2.47,121,17,0
55,6,86,0.242,1.143,1,1.42,73,0,0
55,7,79.5,0.831,-1.591,6,1.19,73,8,0
55,8,71.5,0.938,-2.716,4,0.96,56,0,1
55,9,99.7,0.186,1.473,2,1.77,81,58,0
55,10,73.1,0.247,1.114,2,1.86,113,0,0
55,11,98.4,0.169,1.593,4,1.5,86,90,0
55,12,87.4,0.287,0.909,4,1.21,78,0,0
55,13,66.2,0.465,0.142,2,0.52,40,0,0
55,14,64.1,0.42,0.322,4,1.33,69,0,0
55,15,86.7,0.441,0.235,4,1.42,70,0,0
55,16,84,0.156,1.688,3,1.13,94,18,0
55,17,87.7,0.281,0.939,2,1.39,80,0,0
55,18,60.4,0.255,1.072,1,2.02,112,0,0
55,19,95.9,0.106,2.13,3,1.03,47,27,0
55,20,96.5,0.165,1.623,3,0.95,58,44,0
55,21,83.1,0.2,1.386,2,1.25,56,0,0
55,22,63,0.279,0.951,4,1.76,85,0,0
55,23,71.9,0.568,-0.272,6,1.15,71,3,0
55,24,95.9,0.099,2.214,3,1.19,61,31,0
55,25,77.3,0.985,-4.186,3,1.99,103,0,1
55,26,81.4,0.249,1.103,1,0.99,65,0,0
55,27,75.4,0.2,1.388,5,1.17,72,0,0
55,28,68.8,0.184,1.492,3,1.4,74,0,0
55,29,59.1,0.43,0.283,1,0.43,35,0,0
55,30,68.8,0.946,-2.872,7,0.36,33,0,1
55,31,73.7,0.97,-3.487,6,1.5,80,0,1
55,32,85.9,0.491,0.036,2,1.48,97,0,0
55,33,87,0.101,2.185,3,2,93,32,0
55,34,94.9,0.103,2.169,3,0.25,47,22,0
55,35,78.7,0.822,-1.53,5,2.43,119,18,0
55,36,64.4,0.467,0.133,2,1.74,95,0,0
55,37,83.4,0.548,-0.193,4,1.78,105,0,0
55,38,76.3,0.461,0.158,3,1.75,96,0,0
55,39,81.9,0.486,0.055,4,1.28,71,0,0
55,40,71.6,0.247,1.114,3,0.46,30,0,0
55,41,79,0.219,1.272,4,1.53,87,0,0
55,42,100,0.554,-0.215,4,0.9,58,79,0
55,43,69,0.197,1.408,2,0.55,32,0,0
55,44,80.2,0.558,-0.235,4,2.37,101,0,0
55,45,84.8,0.371,0.527,5,1.19,81,0,0
55,46,76.2,0.219,1.274,2,1.48,83,0,0
55,47,63.5,0.916,-2.389,5,0.98,70,0,1
55,48,93.9,0.969,-3.454,4,0.68,43,0,1
55,49,80,0.7,-0.85,6,1.61,89,0,0
55,50,58.1,0.934,-2.65,7,0.44,36,0,1
60,1,93.4,0.335,0.686,3,1.06,51,0,0
60,2,78.9,0.829,-1.58,6,1.61,91,0,0
60,3,67.2,0.162,1.64,2,0.55,27,0,0
60,4,69.4,0.318,0.763,5,0.35,38,0,0
60,5,100,0.233,1.189,3,2.54,134,28,0
60,6,85.2,0.258,1.058,1,1.4,80,0,0
60,7,87.2,0.9,-2.193,6,1.14,79,17,0
60,8,70.9,0.949,-2.93,3,1.03,61,0,1
60,9,98.8,0.217,1.283,2,1.7,90,58,0
60,10,72.2,0.276,0.966,2,1.89,122,0,0
60,11,97.6,0.179,1.526,5,1.48,93,90,0
60,12,86.7,0.308,0.811,5,1.2,84,0,0
60,13,65.5,0.568,-0.272,2,1.21,45,0,0
60,14,63.4,0.519,-0.076,4,1.31,76,0,0
60,15,86,0.486,0.055,5,1.45,77,0,0
60,16,90.1,0.165,1.618,2,1.03,99,25,0
60,17,87,0.379,0.493,2,1.38,87,0,0
60,18,59.6,0.251,1.093,1,2.02,122,0,0
60,19,95.2,0.101,2.19,3,1.08,52,27,0
60,20,95.9,0.212,1.316,2,0.93,63,44,0
60,21,82.5,0.243,1.136,2,0.97,61,0,0
60,22,62.2,0.328,0.717,5,1.84,94,0,0
60,23,76,0.676,-0.737,6,1.05,77,8,0
60,24,95.1,0.104,2.156,3,1.99,70,31,0
60,25,76.5,0.978,-3.815,6,1.97,113,0,1
60,26,80.8,0.249,1.103,1,0.95,70,0,0
60,27,74.8,0.221,1.258,5,1.11,78,0,0
60,28,68.1,0.196,1.412,3,1.13,80,0,0
60,29,58.5,0.616,-0.474,2,0.73,38,0,0
60,30,68.4,0.927,-2.548,6,0.33,34,0,1
60,31,73,0.989,-4.511,5,1.36,87,0,1
60,32,85.1,0.592,-0.374,2,1.47,104,0,0
60,33,86.1,0.104,2.158,3,2.01,102,32,0
60,34,94.4,0.097,2.226,3,0.24,49,22,0
60,35,77.6,0.898,-2.172,5,2.5,131,18,0
60,36,63.6,0.567,-0.269,2,1.77,104,0,0
60,37,82.6,0.64,-0.575,4,1.89,115,0,0
60,38,75.6,0.604,-0.421,4,1.62,105,0,0
60,39,81.2,0.61,-0.446,3,1.07,76,0,0
60,40,71.1,0.292,0.885,4,0.45,32,0,0
60,41,78.3,0.23,1.206,4,1.46,94,0,0
60,42,99.3,0.677,-0.742,5,1.86,66,80,0
60,43,68.4,0.219,1.271,2,0.51,34,0,0
60,44,79.3,0.645,-0.596,4,2.21,112,0,0
60,45,84,0.35,0.617,4,1.14,87,0,0
60,46,75.4,0.274,0.977,2,1.48,91,0,0
60,47,62.9,0.971,-3.51,5,1,75,0,1
60,48,93.3,0.93,-2.582,4,1.02,48,0,1
60,49,79.1,0.788,-1.312,6,1.66,97,0,0
60,50,57.6,0.947,-2.889,7,0.44,38,0,1
65,1,92.9,0.411,0.362,3,0.54,55,0,0
65,2,78.1,0.865,-1.857,6,1.6,99,0,0
65,3,66.6,0.181,1.513,2,0.58,30,0,0
65,4,68.9,0.359,0.58,5,0.32,40,0,0
65,5,100,0.226,1.23,2,2.55,146,39,0
65,6,84.5,0.289,0.902,1,1.38,87,0,0
65,7,95,0.912,-2.337,6,1.19,85,25,0
65,8,70.2,0.951,-2.957,3,1.1,67,0,1
65,9,98,0.248,1.109,2,1.64,98,58,0
65,10,71.3,0.304,0.827,2,1.91,131,0,0
65,11,96.9,0.206,1.35,5,1.63,101,90,0
65,12,86,0.339,0.669,4,1.19,90,0,0
65,13,64.9,0.655,-0.641,2,0.42,49,0,0
65,14,62.8,0.58,-0.324,4,1.1,81,0,0
65,15,85.2,0.512,-0.046,5,1.48,84,0,0
65,16,94.9,0.181,1.512,2,0.96,104,30,0
65,17,86.2,0.455,0.18,2,1.37,94,0,0
65,18,58.8,0.251,1.091,1,2.01,132,0,0
65,19,94.6,0.096,2.239,3,1.11,58,27,0
65,20,95.3,0.257,1.061,2,0.91,67,44,0
65,21,81.9,0.295,0.869,2,1,66,0,0
65,22,61.4,0.358,0.582,5,1.84,103,0,0
65,23,83.5,0.749,-1.092,5,0.86,81,16,0
65,24,94.3,0.099,2.204,3,1.94,79,31,0
65,25,75.6,0.974,-3.609,7,1.95,123,0,1
65,26,80.2,0.249,1.105,1,0.92,75,0,0
65,27,74.1,0.24,1.151,4,1.52,84,0,0
65,28,67.5,0.219,1.269,3,1.12,86,0,0
65,29,57.9,0.786,-1.299,2,0.82,42,0,0
65,30,68,0.916,-2.387,6,0.32,36,0,1
65,31,72.3,0.926,-2.523,5,1.33,94,0,1
65,32,84.4,0.707,-0.88,2,1.47,112,0,0
65,33,85.3,0.102,2.176,3,1.64,111,32,0
65,34,93.9,0.101,2.189,3,0.24,51,22,0
65,35,76.6,0.915,-2.383,5,2.53,144,18,0
65,36,62.7,0.654,-0.639,2,1.83,113,0,0
65,37,81.8,0.76,-1.154,5,1.87,124,0,0
65,38,74.8,0.752,-1.109,4,1.6,113,0,0
65,39,80.5,0.654,-0.637,3,0.96,81,0,0
65,40,70.6,0.331,0.704,4,0.46,34,0,0
65,41,77.6,0.245,1.124,4,1.39,101,0,0
65,42,98.5,0.769,-1.201,5,1.85,75,80,0
65,43,67.9,0.232,1.199,2,0.46,37,0,0
65,44,78.4,0.679,-0.748,3,2.3,123,0,0
65,45,83.3,0.369,0.538,4,1.1,92,0,0
65,46,74.7,0.32,0.752,2,1.48,98,0,0
65,47,62.3,0.911,-2.324,5,1.02,80,0,1
65,48,92.8,0.915,-2.382,4,0.85,52,0,1
65,49,78.3,0.826,-1.559,6,1.72,106,0,0
65,50,57.1,0.948,-2.91,7,0.44,41,0,1
70,1,92.3,0.466,0.135,3,0.54,59,0,0
70,2,77.4,0.884,-2.03,7,1.58,107,0,0
70,3,66.1,0.232,1.196,2,0.61,33,0,0
70,4,68.4,0.393,0.434,5,0.29,41,0,0
70,5,98.9,0.251,1.093,2,2.56,159,39,0
70,6,83.8,0.31,0.801,1,1.36,94,0,0
70,7,100,0.914,-2.359,6,1.19,91,34,0
70,8,69.5,0.914,-2.368,3,1.17,72,0,1
70,9,97.2,0.28,0.942,3,1.57,106,58,0
70,10,70.4,0.309,0.804,1,1.95,141,0,0
70,11,96.1,0.228,1.217,5,1.61,109,90,0
70,12,85.4,0.35,0.617,5,1.17,96,0,0
70,13,64.2,0.732,-1.004,2,1.08,54,0,0
70,14,62.2,0.626,-0.514,4,1.11,87,0,0
70,15,84.5,0.488,0.049,6,1.5,92,0,0
70,16,94.3,0.203,1.369,2,0.9,109,30,0
70,17,85.5,0.518,-0.073,2,1.36,101,0,0
70,18,57.9,0.251,1.095,1,2,142,0,0
70,19,93.9,0.103,2.166,3,1.14,64,27,0
70,20,100,0.263,1.032,3,0.92,72,49,0
70,21,81.3,0.35,0.618,2,1.03,71,0,0
70,22,63.2,0.403,0.394,4,1.83,112,3,0
70,23,89.5,0.802,-1.4,5,0.72,85,22,0
70,24,93.4,0.097,2.226,3,1.91,89,31,0
70,25,74.7,0.955,-3.049,7,2.43,134,0,1
70,26,79.6,0.365,0.552,1,0.91,79,0,0
70,27,73.3,0.262,1.037,4,1.55,92,0,0
70,28,66.8,0.25,1.097,5,1.14,92,0,0
70,29,57.4,0.855,-1.771,2,0.5,46,0,0
70,30,67.6,0.973,-3.573,6,0.31,38,0,1
70,31,71.5,0.946,-2.868,4,1.36,101,0,1
70,32,83.7,0.796,-1.358,2,1.48,119,0,0
70,33,84.5,0.097,2.233,3,1.58,119,32,0
70,34,93.4,0.099,2.208,3,0.23,53,22,0
70,35,75.5,0.922,-2.475,5,2.52,157,18,0
70,36,61.8,0.725,-0.969,2,1.89,122,0,0
70,37,80.9,0.829,-1.58,5,2,134,0,0
70,38,74.1,0.831,-1.592,4,1.61,121,0,0
70,39,79.9,0.634,-0.55,4,0.89,86,0,0
70,40,70.1,0.392,0.439,5,0.46,37,0,0
70,41,76.9,0.265,1.02,4,1.79,108,0,0
70,42,97.7,0.834,-1.613,5,1.77,84,80,0
70,43,67.5,0.246,1.119,2,0.41,39,0,0
70,44,77.5,0.7,-0.845,3,2.37,135,0,0
70,45,82.6,0.415,0.343,5,1.06,98,0,0
70,46,73.9,0.368,0.542,2,1.47,105,0,0
70,47,61.7,0.985,-4.196,5,1.03,85,0,1
70,48,92.3,0.938,-2.724,5,0.86,56,0,1
70,49,77.4,0.857,-1.79,7,1.79,115,0,0
70,50,56.6,0.951,-2.966,7,0.43,43,0,1
75,1,91.8,0.506,-0.025,3,0.54,64,0,0
75,2,76.6,0.901,-2.203,8,1.68,115,0,0
75,3,65.6,0.291,0.889,3,0.65,36,0,0
75,4,67.9,0.418,0.331,5,0.26,42,0,0
75,5,97.8,0.293,0.879,4,2.56,172,39,0
75,6,83.1,0.309,0.807,1,1.34,100,0,0
75,7,100,0.914,-2.358,5,1.14,96,43,0
75,8,68.7,0.962,-3.228,3,1.25,78,0,1
75,9,96.4,0.295,0.873,3,1.5,114,58,0
75,10,69.5,0.308,0.808,1,1.98,151,0,0
75,11,95.3,0.25,1.096,4,1.58,117,90,0
75,12,84.7,0.369,0.534,4,1.17,102,0,0
75,13,63.6,0.782,-1.277,2,0.51,58,0,0
75,14,61.6,0.635,-0.555,5,1.13,92,0,0
75,15,83.8,0.461,0.157,5,1.5,99,0,0
75,16,93.7,0.246,1.118,2,0.86,113,30,0
75,17,84.8,0.556,-0.226,2,1.34,107,0,0
75,18,57.1,0.491,0.036,1,1.9,152,0,0
75,19,93.3,0.098,2.22,3,1.16,69,27,0
75,20,100,0.288,0.907,3,0.94,77,57,0
75,21,80.7,0.355,0.596,3,1.04,76,0,0
75,22,68.8,0.426,0.297,4,1.78,121,9,0
75,23,88.9,0.84,-1.661,5,0.58,88,22,0
75,24,92.5,0.097,2.236,3,1.88,98,31,0
75,25,73.8,0.915,-2.373,7,2.36,145,0,1
75,26,79.1,0.61,-0.447,3,0.75,83,0,0
75,27,72.6,0.273,0.981,2,1.32,98,0,0
75,28,66.2,0.275,0.968,5,1.19,97,0,0
75,29,56.8,0.889,-2.084,2,0.53,48,0,0
75,30,67.1,0.962,-3.219,6,0.29,39,0,1
75,31,70.8,0.967,-3.389,6,1.39,108,0,1
75,32,82.9,0.871,-1.91,2,1.51,126,0,0
75,33,83.7,0.095,2.254,3,1.51,126,32,0
75,34,92.8,0.099,2.209,3,0.97,56,22,0
75,35,85,0.911,-2.324,6,2.53,169,28,0
75,36,61,0.782,-1.276,2,1.41,131,0,0
75,37,80.1,0.886,-2.053,4,2.16,144,0,0
75,38,73.3,0.88,-1.996,5,1.63,129,0,0
75,39,79.3,0.617,-0.477,3,0.87,90,0,0
75,40,69.6,0.42,0.322,5,0.44,39,0,0
75,41,76.2,0.288,0.904,4,1.78,117,0,0
75,42,96.9,0.878,-1.975,5,1.69,93,80,0
75,43,67,0.277,0.961,2,0.37,41,0,0
75,44,76.6,0.65,-0.621,2,2.41,147,0,0
75,45,82,0.431,0.278,6,1.04,103,0,0
75,46,73.2,0.403,0.392,2,1.47,113,0,0
75,47,61.2,0.958,-3.122,4,1.02,90,0,1
75,48,91.7,0.921,-2.46,4,0.86,60,0,1
75,49,76.6,0.895,-2.139,6,1.85,124,0,0
75,50,56.1,0.94,-2.76,6,0.44,45,0,1
80,1,91.2,0.54,-0.16,3,0.54,68,0,0
80,2,75.8,0.909,-2.305,6,1.66,123,0,0
80,3,65,0.323,0.739,3,0.46,38,0,0
80,4,67.5,0.432,0.273,5,0.25,44,0,0
80,5,96.7,0.311,0.797,4,2.56,185,39,0
80,6,82.4,0.307,0.815,1,1.38,107,0,0
80,7,99.7,0.916,-2.394,5,1.18,102,47,0
80,8,68,0.948,-2.911,4,1.32,85,0,1
80,9,95.7,0.318,0.762,3,1.43,121,58,0
80,10,68.6,0.31,0.8,1,2.03,161,0,0
80,11,94.6,0.287,0.912,5,1.56,124,90,0
80,12,84.1,0.385,0.47,4,1.18,108,0,0
80,13,63.1,0.833,-1.604,2,0.47,60,0,0
80,14,61,0.67,-0.709,5,1.15,98,0,0
80,15,83.1,0.439,0.245,4,1.51,107,0,0
80,16,93.1,0.287,0.912,2,0.83,117,30,0
80,17,84.1,0.675,-0.732,4,1.42,114,0,0
80,18,56.3,0.642,-0.585,1,1.87,161,0,0
80,19,92.6,0.098,2.223,3,1.19,75,27,0
80,20,99.5,0.311,0.793,3,0.95,81,58,0
80,21,80.1,0.374,0.514,3,1.06,81,0,0
80,22,74.4,0.432,0.272,4,1.7,130,15,0
80,23,88.1,0.864,-1.849,4,1.68,97,22,0
80,24,91.7,0.101,2.19,3,1.83,108,31,0
80,25,72.9,0.987,-4.313,6,2.29,157,0,1
80,26,78.5,0.69,-0.801,4,0.69,87,0,0
80,27,71.9,0.293,0.881,3,1.24,105,0,0
80,28,65.5,0.309,0.806,5,1.24,104,0,0
80,29,56.3,0.897,-2.162,2,0.56,51,0,0
80,30,66.7,0.968,-3.401,6,0.26,41,0,1
80,31,70.1,0.936,-2.691,6,1.43,115,0,1
80,32,82.2,0.903,-2.227,2,1.55,134,0,0
80,33,82.9,0.098,2.215,3,1.43,134,32,0
80,34,92.3,0.092,2.285,3,0.25,58,22,0
80,35,88.2,0.921,-2.461,4,2.53,182,33,0
80,36,60.2,0.83,-1.584,2,1.4,138,0,0
80,37,79.2,0.905,-2.25,5,2.01,154,0,0
80,38,72.5,0.902,-2.215,5,1.65,137,0,0
80,39,78.7,0.662,-0.673,3,0.81,94,0,0
80,40,69,0.429,0.286,4,0.43,41,0,0
80,41,75.4,0.31,0.801,4,1.77,126,0,0
80,42,96.1,0.905,-2.251,5,1.66,101,80,0
80,43,66.5,0.304,0.826,2,0.32,42,0,0
80,44,75.7,0.647,-0.605,2,2.2,158,0,0
80,45,81.3,0.451,0.196,5,1.02,108,0,0
80,46,72.4,0.422,0.314,2,1.46,120,0,0
80,47,60.6,0.97,-3.481,4,1.01,95,0,1
80,48,91.2,0.931,-2.608,4,0.87,65,0,1
80,49,75.7,0.909,-2.306,6,1.89,133,0,0
80,50,55.6,0.933,-2.635,6,0.5,47,0,1
85,1,90.7,0.591,-0.367,3,0.82,72,0,0
85,2,75,0.917,-2.404,6,1.65,132,0,0
85,3,64.5,0.356,0.592,3,0.48,41,0,0
85,4,66.9,0.439,0.244,5,0.6,46,0,0
85,5,95.7,0.333,0.693,4,2.56,197,39,0
85,6,81.7,0.301,0.841,1,1.4,114,0,0
85,7,99,0.923,-2.482,5,1.19,108,47,0
85,8,67.2,0.967,-3.384,4,1.41,92,0,1
85,9,94.9,0.342,0.656,3,1.37,128,58,0
85,10,67.7,0.303,0.831,1,2.06,171,0,0
85,11,93.8,0.312,0.792,5,1.54,132,90,0
85,12,83.4,0.399,0.41,4,1.18,114,0,0
85,13,62.5,0.853,-1.76,2,0.46,62,0,0
85,14,60.4,0.713,-0.91,5,1.15,104,0,0
85,15,82.3,0.441,0.237,4,1.52,115,0,0
85,16,92.5,0.319,0.759,2,0.82,121,30,0
85,17,83.4,0.721,-0.951,4,1.42,121,0,0
85,18,55.5,0.715,-0.92,1,1.89,171,0,0
85,19,91.9,0.098,2.221,3,1.21,81,27,0
85,20,98.9,0.322,0.744,4,0.97,86,58,0
85,21,79.4,0.406,0.379,3,1.1,87,0,0
85,22,80,0.437,0.254,4,1.66,138,22,0
85,23,87.3,0.883,-2.019,4,1.65,105,22,0
85,24,90.8,0.097,2.229,3,1.78,117,31,0
85,25,71.9,0.933,-2.628,6,2.26,168,0,1
85,26,78,0.745,-1.071,4,0.66,90,0,0
85,27,71.2,0.314,0.782,4,1.18,111,0,0
85,28,64.8,0.323,0.74,5,1.3,110,0,0
85,29,55.7,0.902,-2.221,2,0.6,54,0,0
85,30,66.4,0.984,-4.119,6,0.27,42,0,1
85,31,69.3,0.972,-3.532,5,1.49,122,0,1
85,32,81.4,0.916,-2.383,2,1.6,142,0,0
85,33,82.1,0.097,2.237,3,1.36,141,32,0
85,34,91.8,0.102,2.173,3,0.99,60,22,0
85,35,87.2,0.921,-2.451,4,2.54,195,33,0
85,36,59.5,0.858,-1.797,2,1.41,145,0,0
85,37,78.4,0.908,-2.289,5,2.01,164,0,0
85,38,71.8,0.905,-2.254,5,1.66,145,0,0
85,39,78.1,0.691,-0.807,3,0.75,98,0,0
85,40,68.5,0.433,0.269,4,0.41,43,0,0
85,41,74.6,0.333,0.696,4,1.67,135,0,0
85,42,95.3,0.908,-2.285,5,1.68,110,80,0
85,43,66.1,0.322,0.744,2,0.6,44,0,0
85,44,74.8,0.655,-0.641,2,2.27,169,0,0
85,45,80.4,0.466,0.135,5,2.06,118,0,0
85,46,71.7,0.431,0.278,2,1.46,127,0,0
85,47,60,0.98,-3.871,4,1,101,0,1
85,48,90.6,0.948,-2.894,4,0.87,69,0,1
85,49,74.8,0.915,-2.382,6,1.92,143,0,0
85,50,55,0.915,-2.371,6,0.49,50,0,1
90,1,90.2,0.628,-0.525,3,0.84,76,0,0
90,2,74.2,0.915,-2.378,6,1.65,140,0,0
90,3,64,0.381,0.483,3,0.52,43,0,0
90,4,66.4,0.442,0.233,4,0.55,49,0,0
90,5,94.6,0.352,0.611,4,2.55,210,39,0
90,6,80.9,0.307,0.814,1,1.41,121,0,0
90,7,98.3,0.92,-2.448,5,1.21,114,47,0
90,8,66.6,0.952,-2.994,4,0.7,97,0,1
90,9,94.2,0.361,0.569,3,1.33,135,58,0
90,10,66.7,0.309,0.803,1,2.31,183,0,0
90,11,93.1,0.337,0.675,5,1.52,140,90,0
90,12,82.7,0.421,0.32,3,1.19,120,0,0
90,13,62,0.875,-1.945,2,0.44,65,0,0
90,14,59.8,0.749,-1.093,5,1.14,109,0,0
90,15,81.6,0.448,0.208,4,1.55,122,0,0
90,16,92,0.342,0.653,3,0.82,126,30,0
90,17,82.6,0.751,-1.106,4,1.42,128,0,0
90,18,54.7,0.768,-1.195,1,1.9,180,0,0
90,19,91.4,0.098,2.216,3,0.63,84,27,0
90,20,98.2,0.346,0.636,5,0.94,91,58,0
90,21,78.8,0.429,0.285,3,1.15,93,0,0
90,22,81.8,0.439,0.247,3,1.64,146,24,0
90,23,86.5,0.893,-2.123,4,1.59,113,22,0
90,24,90,0.1,2.196,2,1.74,125,31,0
90,25,71,0.963,-3.252,6,2.2,180,0,1
90,26,77.5,0.782,-1.277,4,0.64,94,0,0
90,27,70.5,0.334,0.692,4,1.52,117,0,0
90,28,64.1,0.348,0.628,5,1.31,116,0,0
90,29,55.1,0.914,-2.362,2,0.66,57,0,0
90,30,66,0.958,-3.12,6,0.26,43,0,1
90,31,68.5,0.99,-4.575,6,1.51,130,0,1
90,32,80.7,0.912,-2.338,2,1.65,150,0,0
90,33,81.4,0.097,2.228,2,1.31,147,32,0
90,34,91.2,0.104,2.154,3,0.26,62,22,0
90,35,86.1,0.915,-2.382,5,2.55,207,33,0
90,36,58.8,0.876,-1.96,2,1.41,152,0,0
90,37,77.5,0.912,-2.34,6,2.05,174,0,0
90,38,71,0.917,-2.399,6,1.67,153,0,0
90,39,77.5,0.706,-0.876,3,0.72,102,0,0
90,40,68,0.439,0.244,4,0.4,45,0,0
90,41,73.9,0.337,0.677,3,1.65,143,0,0
90,42,94.5,0.916,-2.394,5,1.67,118,80,0
90,43,65.5,0.344,0.646,2,0.62,47,0,0
90,44,73.9,0.524,-0.096,1,2.31,180,0,0
90,45,79.6,0.498,0.007,3,2.08,129,0,0
90,46,71,0.436,0.258,2,1.46,135,0,0
90,47,59.5,0.921,-2.46,4,0.99,105,0,1
90,48,90.1,0.968,-3.4,4,0.88,73,0,1
90,49,73.9,0.913,-2.357,6,1.99,152,0,0
90,50,54.5,0.946,-2.864,5,0.48,52,0,1
95,1,89.7,0.641,-0.58,3,0.85,81,0,0
95,2,73.5,0.915,-2.382,6,1.64,148,0,0
95,3,63.5,0.403,0.394,4,0.55,46,0,0
95,4,65.8,0.438,0.248,4,0.52,52,0,0
95,5,93.5,0.381,0.487,4,2.54,223,39,0
95,6,80.2,0.379,0.493,1,1.38,128,0,0
95,7,97.6,0.917,-2.408,5,1.23,120,47,0
95,8,66,0.949,-2.93,4,0.74,100,0,1
95,9,93.5,0.385,0.468,3,1.3,142,58,0
95,10,65.8,0.421,0.318,2,2.16,194,0,0
95,11,92.3,0.363,0.561,5,1.5,147,90,0
95,12,82.1,0.421,0.32,4,1.21,126,0,0
95,13,61.4,0.884,-2.027,2,0.43,67,0,0
95,14,59.2,0.777,-1.247,5,1.11,115,0,0
95,15,80.8,0.457,0.174,4,1.58,130,0,0
95,16,91.3,0.373,0.52,4,1.76,132,30,0
95,17,81.9,0.778,-1.253,4,1.43,136,0,0
95,18,53.9,0.464,0.146,1,1.84,189,0,0
95,19,90.9,0.1,2.195,3,0.68,88,27,0
95,20,97.6,0.372,0.525,5,0.98,96,58,0
95,21,78.1,0.457,0.173,3,1.21,98,0,0
95,22,81,0.44,0.243,3,1.62,154,24,0
95,23,85.8,0.889,-2.077,4,1.56,121,22,0
95,24,89.2,0.104,2.155,2,1.7,134,31,0
95,25,70.1,0.984,-4.148,6,2.07,190,0,1
95,26,77,0.805,-1.418,3,0.64,97,0,0
95,27,69.7,0.368,0.539,5,1.45,125,0,0
95,28,63.4,0.366,0.549,5,1.31,123,0,0
95,29,54.6,0.918,-2.414,2,0.73,60,0,0
95,30,65.6,0.93,-2.586,6,0.4,44,0,1
95,31,67.7,0.913,-2.348,6,1.52,137,0,1
95,32,79.9,0.914,-2.358,2,1.71,159,0,0
95,33,80.5,0.101,2.181,2,1.95,156,32,0
95,34,90.7,0.104,2.154,3,0.26,64,22,0
95,35,85,0.915,-2.381,6,2.53,220,33,0
95,36,58.1,0.888,-2.075,2,1.42,159,0,0
95,37,76.6,0.917,-2.402,6,2.12,185,0,0
95,38,70.2,0.921,-2.451,7,1.67,162,0,0
95,39,76.9,0.728,-0.984,3,0.69,106,0,0
95,40,67.5,0.439,0.245,4,0.41,47,0,0
95,41,73.1,0.352,0.611,3,1.62,151,0,0
95,42,93.8,0.922,-2.465,5,1.62,126,80,0
95,43,64.9,0.37,0.53,2,0.64,51,0,0
95,44,73,0.635,-0.555,2,2.39,192,0,0
95,45,78.8,0.522,-0.087,3,1.28,135,0,0
95,46,70.2,0.418,0.332,4,1.46,142,0,0
95,47,58.9,0.95,-2.945,3,0.98,110,0,1
95,48,89.5,0.954,-3.029,3,0.89,78,0,1
95,49,72.9,0.868,-1.887,6,2.06,163,0,0
95,50,53.9,0.984,-4.144,5,0.49,55,0,1
100,1,89.1,0.626,-0.514,2,0.84,85,0,0
100,2,72.7,0.91,-2.317,6,1.63,156,0,0
100,3,63,0.429,0.287,4,0.59,49,0,0
100,4,65.3,0.438,0.25,4,0.49,54,0,0
100,5,92.4,0.402,0.397,4,2.54,236,39,0
100,6,79.5,0.408,0.371,1,1.34,135,0,0
100,7,96.9,0.916,-2.385,6,1.25,126,47,0
100,8,65.4,0.946,-2.866,4,0.79,104,0,1
100,9,100,0.405,0.386,3,1.28,148,66,0
100,10,64.8,0.412,0.355,2,2.11,205,0,0
100,11,91.6,0.383,0.478,5,1.57,155,90,0
100,12,81.4,0.444,0.223,4,1.24,132,0,0
100,13,60.9,0.891,-2.102,2,0.41,69,0,0
100,14,58.6,0.807,-1.428,4,1.08,121,0,0
100,15,80.1,0.454,0.183,4,1.61,138,0,0
100,16,90.5,0.396,0.421,4,1.73,140,30,0
100,17,81.2,0.781,-1.274,5,1.49,143,0,0
100,18,53.1,0.423,0.312,1,1.9,199,0,0
100,19,90.3,0.103,2.159,3,0.74,91,27,0
100,20,97,0.385,0.47,4,0.97,100,58,0
100,21,77.5,0.472,0.113,3,1.26,105,0,0
100,22,80.2,0.438,0.251,4,1.58,162,24,0
100,23,85,0.892,-2.11,4,1.57,129,22,0
100,24,88.3,0.096,2.24,2,1.66,142,31,0
100,25,69.3,0.937,-2.693,5,1.99,200,0,1
100,26,76.5,0.827,-1.563,3,0.63,100,0,0
100,27,69,0.38,0.489,5,1.38,132,0,0
100,28,62.7,0.39,0.447,6,1.33,130,0,0
100,29,54,0.918,-2.421,2,0.81,64,0,0
100,30,65.1,0.988,-4.435,6,0.36,46,0,1
100,31,67,0.974,-3.61,7,1.52,145,0,1
100,32,79.1,0.92,-2.439,2,1.77,167,0,0
100,33,79.7,0.103,2.163,2,1.54,164,32,0
100,34,90.2,0.105,2.147,3,0.27,67,22,0
100,35,84,0.923,-2.487,7,2.33,232,33,0
100,36,57.4,0.888,-2.075,2,1.45,167,0,0
100,37,75.8,0.919,-2.423,5,2.18,196,0,0
100,38,69.5,0.915,-2.382,7,1.68,170,0,0
100,39,76.2,0.753,-1.113,4,1.46,111,0,0
100,40,67,0.435,0.262,4,0.4,49,0,0
100,41,72.4,0.373,0.518,3,1.57,159,0,0
100,42,93,0.916,-2.395,4,1.59,134,80,0
100,43,64.3,0.396,0.421,2,0.66,54,0,0
100,44,72.1,0.653,-0.633,2,2.45,204,0,0
100,45,78.1,0.534,-0.136,3,1.26,141,0,0
